-163.08662229549716, -8.965412887639694, 20.0
-160.62042745496606, -9.37514817845286, 20.0
-160.46753509527124, -11.8704685840014, 20.0
-159.60684384708279, -14.217639343722915, 20.0
-157.23029920169057, -14.993548841317654, 20.0
-156.25150829687885, -17.293976706880436, 20.0
-154.53756267051565, -19.11397406673306, 20.0
-152.10667530059268, -18.530204767481216, 20.0
-149.69021859661532, -19.171092431430914, 20.0
-147.291355627456, -19.87497910923923, 20.0
-144.80202503414188, -20.10570231394644, 20.0
-144.77400123352248, -22.605545242331893, 20.0
-142.27875228874444, -22.759599465201617, 20.0
-139.85922160822057, -23.388782495808464, 20.0
-137.3839013437413, -23.038369042501948, 20.0
-134.886201173547, -23.14557846285051, 20.0
-132.90295536198536, -24.667661263135436, 20.0
-130.43072324801685, -25.03923679336151, 20.0
-127.93289558630991, -24.935039996809852, 20.0
-126.18125464579387, -23.151292813067688, 20.0
-123.7001552576771, -22.844460894443422, 20.0
-121.24154633161479, -23.297497480920335, 20.0
-118.74393766430688, -23.188177103183527, 20.0
-116.66380046102515, -24.574910392436742, 20.0
-114.57084280999426, -25.942217333467664, 20.0
-113.65052722555532, -28.266656884206466, 20.0
-111.15131457431627, -28.329395420103747, 20.0
-108.8663077642552, -27.315125299290475, 20.0
-106.64423866295986, -28.46072946699786, 20.0
-106.6082946283574, -30.960471058918202, 20.0
-104.13175122434113, -31.30213283322682, 20.0
-102.15125748146241, -32.827794831973016, 20.0
-101.37815696103284, -35.205254733908575, 20.0
-99.0253707025746, -36.0504747182973, 20.0
-96.79390418304396, -37.17766466334375, 20.0
-94.76759149822112, -38.64192451163779, 20.0
-92.29038516569258, -38.97874610548293, 20.0
-90.20094438873245, -37.60607089277735, 20.0
-88.04566448564806, -36.33927630036681, 20.0
-85.80633025886543, -35.22779880587593, 20.0
-84.13798830427369, -33.365908604347105, 20.0
-81.7817476200934, -32.530366960732835, 20.0
-79.52820392305611, -31.44798957481631, 20.0
-77.8437245311288, -29.600686357103484, 20.0
-76.31579024190903, -27.62194513909988, 20.0
-74.41346352958223, -25.999862194374757, 20.0
-72.67662548305462, -24.20169824185702, 20.0
-70.68423350257484, -22.691607451169325, 20.0
-69.52591698623847, -20.47613846064332, 20.0
-68.19021887942779, -18.362868348361747, 20.0
-67.16266100431426, -16.083806082145205, 20.0
-66.63789245433995, -13.639502915809624, 20.0
-65.05029181895041, -11.708305302277868, 20.0
-64.13181046678685, -9.383140360660233, 20.0
-62.1531215009268, -7.855138405038536, 20.0
-59.817677377125854, -8.747159001551632, 20.0
-58.05531764189614, -6.9740013200012445, 20.0
-55.75230884297542, -6.001298656237273, 20.0
-53.26646900561426, -5.735591480970444, 20.0
-53.08869085338343, -3.241920506565549, 20.0
-52.025459381980646, -0.9792807123829572, 20.0
-50.772124307745884, 1.1838538631099684, 20.0
-49.17156101166339, 3.1043218100524683, 20.0
-49.176516614886964, 5.604316898447003, 20.0
-47.39504776629932, 7.358274920040358, 20.0
-46.88223804479024, 9.805114961711597, 20.0
-44.77768120054964, 11.154500188161006, 20.0
-45.5986008514942, 13.515874984057048, 20.0
-45.01271572550808, 15.946253271309484, 20.0
-45.661093162394884, 18.36071111921987, 20.0
-44.3565611572711, 20.493361171996437, 20.0
-42.43289323345414, 22.090077088769945, 20.0
-40.22850552516735, 23.269345858624508, 20.0
-37.97327211655526, 24.348198152814938, 20.0
-37.5233405263231, 26.807377195526364, 20.0
-35.19534794168482, 27.718667778090005, 20.0
-32.99353139647957, 28.90273023474518, 20.0
-30.68142322569679, 29.8536013125468, 20.0
-28.476278632857998, 28.675748467462224, 20.0
-27.16295781422005, 30.80299749551044, 20.0
-25.062424783999344, 29.447357060530763, 20.0
-22.96189175377863, 28.091716625551065, 20.0
-20.861358723557966, 26.73607619057135, 20.0
-19.098331585720366, 24.963582097140247, 20.0
-16.61273582733615, 25.231562928362425, 20.0
-14.592122450030079, 23.75944826589499, 20.0
-12.187166654652906, 23.076668929445923, 20.0
-9.696469143062329, 22.861202213323544, 20.0
-7.984062657125019, 21.039756626181365, 20.0
-5.503596998456651, 21.35167026193151, 20.0
-3.013946260715353, 21.124427651349457, 20.0
-2.5470107254160967, 18.668420484040155, 20.0
-2.0800751901168884, 16.212413316730803, 20.0
-1.7339053533285775, 14.391614649708321, 20.0
